Transaction No,Work Order,Phase,Type,Category,Work Code,Asset,Asset Type,Asset Group,Cost Type,AiM Account,Subledger,Fiscal Month,Fiscal Year,Transaction Date,Source Transaction,Description,Transaction Type
36365763,3088108,1,FLEET,STANDING,FUEL,30881-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,4,2020,10/24/2019,1858286,25.0 GALS UNLEADED FUEL,WX
36517712,3088108,1,FLEET,STANDING,FUEL,30881-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,5,2020,11/7/2019,1864914,9.50 GAL DIESEL FUEL,WX
36792237,3088108,1,FLEET,STANDING,FUEL,30881-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,6,2020,12/3/2019,1877292,24.0 GALS UNLEADED FUEL,WX
33263289,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,7,2019,1/9/2019,1741737,25.0 GALS UNLEADED FUEL,WX
33341839,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,7,2019,1/16/2019,1744898,18.0 GALS UNLEADED FUEL,WX
33521844,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,8,2019,2/4/2019,1750792,25.0 GALS UNLEADED FUEL,WX
33731196,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,8,2019,2/21/2019,1757033,25.0 GALS UNLEADED FUEL,WX
33922561,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,9,2019,3/13/2019,1762467,20 GAL UNLEADED FUEL,WX
34181609,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,10,2019,4/4/2019,1771235,25.0 GALS UNLEADED FUEL,WX
34471228,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,11,2019,4/30/2019,1780096,25.0 GALS UNLEADED FUEL,WX
34744037,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,11,2019,5/21/2019,1788212,25.0 GALS UNLEADED FUEL,WX
35229405,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,1,2020,7/15/2019,1804685,9.50 GAL UNLEADED FUEL,WX
35400585,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,1,2020,7/31/2019,1810618,19.8 GAL UNLEADED FUEL,WX
35756964,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,3,2020,9/3/2019,1822632,25.0 GALS UNLEADED FUEL,WX
35952391,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,3,2020,9/18/2019,1843644,25.0 GALS UNLEADED FUEL,WX
36115153,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,4,2020,10/2/2019,1850076,25.0 GALS UNLEADED FUEL,WX
36286698,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,4,2020,10/17/2019,1856598,25.0 GALS UNLEADED FUEL,WX
36517714,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,5,2020,11/7/2019,1864915,28.70 GAL UNLEADED FUEL,WX
36525457,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,5,2020,11/8/2019,1865064,1.76 GAL UNLEADED FUEL,WX
36525459,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,5,2020,11/8/2019,1865065,.25 GAL UNLEADED FUEL,WX
36656651,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,5,2020,11/19/2019,1871547,25.0 GALS UNLEADED FUEL,WX
36829296,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,6,2020,12/6/2019,1879319,25.0 GALS UNLEADED FUEL,WX
37058105,3088208,1,FLEET,STANDING,FUEL,30882-08,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,6,2020,12/27/2019,1887923,25.0 GALS UNLEADED FUEL,WX
33687202,3088310,1,FLEET,STANDING,FUEL,30883-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,8,2019,2/18/2019,1755794,31.7 GALS UNLEADED FUEL,WX
34215882,3088310,1,FLEET,STANDING,FUEL,30883-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,10,2019,4/8/2019,1772117,31.2 GALS UNLEADED FUEL,WX
34997684,3088310,1,FLEET,STANDING,FUEL,30883-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,12,2019,6/21/2019,1797173,27.0 GALS UNLEADED FUEL,WX
35580163,3088310,1,FLEET,STANDING,FUEL,30883-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,2,2020,8/16/2019,1816853,32.6 GALS UNLEADED FUEL,WX
36272999,3088310,1,FLEET,STANDING,FUEL,30883-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/16/2019,1856286,27.4 GALS UNLEADED FUEL,WX
36735875,3088310,1,FLEET,STANDING,FUEL,30883-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,5,2020,11/26/2019,1875773,0.8 GALS UNLEADED FUEL,WX
33195189,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,7,2019,1/2/2019,1740526,14.6 GALS UNLEADED FUEL,WX
33263365,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,7,2019,1/9/2019,1741756,27.7 GALS UNLEADED FUEL,WX
33461023,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,7,2019,1/28/2019,1748843,9.4 GALS UNLEADED FUEL,WX
33549772,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,8,2019,2/5/2019,1751735,20.7 GALS UNLEADED FUEL,WX
33614592,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,8,2019,2/11/2019,1753344,26.4 GALS UNLEADED FUEL,WX
33653335,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,8,2019,2/14/2019,1754167,27.0 GALS UNLEADED FUEL,WX
33778427,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,8,2019,2/26/2019,1759065,31.0 GALS UNLEADED FUEL,WX
33809425,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,9,2019,3/1/2019,1760262,29.5 GALS UNLEADED FUEL,WX
33883953,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,9,2019,3/7/2019,1761870,28.2 GALS UNLEADED FUEL,WX
33932352,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,9,2019,3/12/2019,1762901,28.5 GALS UNLEADED FUEL,WX
33957724,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,9,2019,3/15/2019,1763589,15.3 GALS UNLEADED FUEL,WX
34017856,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,9,2019,3/19/2019,1765670,28.5 GALS UNLEADED FUEL,WX
34063993,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,9,2019,3/25/2019,1767201,30.8 GALS UNLEADED FUEL,WX
34102785,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,9,2019,3/28/2019,1768870,27.6 GALS UNLEADED FUEL,WX
34153529,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,10,2019,4/2/2019,1770634,27.9 GALS UNLEADED FUEL,WX
34215794,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,10,2019,4/8/2019,1772095,30.7 GALS UNLEADED FUEL,WX
34254161,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,10,2019,4/12/2019,1773083,29.8 GALS UNLEADED FUEL,WX
34318230,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,10,2019,4/17/2019,1775291,29.0 GALS UNLEADED FUEL,WX
34367985,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,10,2019,4/22/2019,1776492,28.0 GALS UNLEADED FUEL,WX
34407965,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,10,2019,4/26/2019,1778099,27.0 GALS UNLEADED FUEL,WX
34471328,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,11,2019,4/30/2019,1780121,21.6 GALS UNLEADED FUEL,WX
34544843,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,11,2019,5/7/2019,1781556,27.0 GALS UNLEADED FUEL,WX
34562165,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,11,2019,5/10/2019,1782038,27.8 GALS UNLEADED FUEL,WX
34639654,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,11,2019,5/16/2019,1785268,27.8 GALS UNLEADED FUEL,WX
34672484,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,11,2019,5/20/2019,1785987,22.6 GALS UNLEADED FUEL,WX
34744788,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,11,2019,5/24/2019,1788363,19.9 GALS UNLEADED FUEL,WX
34775567,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,11,2019,5/31/2019,1789969,27.8 GALS UNLEADED FUEL,WX
34843247,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,12,2019,6/6/2019,1791723,29.9 GALS UNLEADED FUEL,WX
34908914,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,12,2019,6/13/2019,1793323,26.8 GALS UNLEADED FUEL,WX
34972107,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,12,2019,6/19/2019,1795999,25.3 GALS UNLEADED FUEL,WX
35019879,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,12,2019,6/24/2019,1797963,24.0 GALS UNLEADED FUEL,WX
35044303,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,12,2019,6/26/2019,1798967,21.5 GALS UNLEADED FUEL,WX
35102435,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,1,2020,7/1/2019,1801714,21.1 GALS UNLEADED FUEL,WX
35198523,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,1,2020,7/12/2019,1804225,10 GAL UNLEADED FUEL,WX
35240097,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,1,2020,7/16/2019,1805239,17 GAL UNLEADED FUEL,WX
35602992,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,2,2020,8/19/2019,1817164,27.0 GALS UNLEADED FUEL,WX
35640614,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,2,2020,8/22/2019,1818468,27.6 GALS UNLEADED FUEL,WX
35682599,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,2,2020,8/26/2019,1819422,27.1 GALS UNLEADED FUEL,WX
35718468,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,2,2020,8/29/2019,1820843,22.3 GALS UNLEADED FUEL,WX
35766117,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/4/2019,1823028,28.5 GALS UNLEADED FUEL,WX
35794584,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/6/2019,1823677,20.6 GALS UNLEADED FUEL,WX
35832661,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/10/2019,1824439,28.5 GALS UNLEADED FUEL,WX
35873586,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/13/2019,1826630,23.3 GALS UNLEADED FUEL,WX
35940295,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/17/2019,1842217,26.2 GALS UNLEADED FUEL,WX
35986016,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/21/2019,1844446,36.1 GALS UNLEADED FUEL,WX
36032701,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/25/2019,1845406,24.2 GALS UNLEADED FUEL,WX
36062372,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/27/2019,1848207,23.4 GALS UNLEADED FUEL,WX
36087680,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/30/2019,1848716,19.3 GALS UNLEADED FUEL,WX
36128915,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/3/2019,1850410,27.0 GALS UNLEADED FUEL,WX
36128923,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/3/2019,1850411,4.1 GALS UNLEADED FUEL,WX
36171673,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/7/2019,1851255,25.2 GALS UNLEADED FUEL,WX
36193816,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/9/2019,1852350,8.6 GALS UNLEADED FUEL,WX
36207644,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/10/2019,1852838,29.0 GALS UNLEADED FUEL,WX
36247384,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/14/2019,1855583,27.2 GALS UNLEADED FUEL,WX
36286941,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/17/2019,1856634,26.8 GALS UNLEADED FUEL,WX
36339802,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/22/2019,1857798,28.5 GALS UNLEADED FUEL,WX
36375678,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/25/2019,1858635,20.9 GALS UNLEADED FUEL,WX
36426467,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/30/2019,1861301,28.8 GALS UNLEADED FUEL,WX
36496774,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,5,2020,11/5/2019,1864117,24.8 GALS UNLEADED FUEL,WX
36532308,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,5,2020,11/8/2019,1865348,24.6 GALS UNLEADED FUEL,WX
36614180,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,5,2020,11/15/2019,1868694,25.1 GALS UNLEADED FUEL,WX
36697365,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,5,2020,11/22/2019,1874390,29.8 GALS UNLEADED FUEL,WX
36735807,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,5,2020,11/26/2019,1875756,14.6 GALS UNLEADED FUEL,WX
36781577,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,6,2020,12/2/2019,1876838,26.7 GALS UNLEADED FUEL,WX
36803992,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,6,2020,12/4/2019,1877654,15.8 GALS UNLEADED FUEL,WX
36830706,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,6,2020,12/7/2019,1879399,27.0 GALS UNLEADED FUEL,WX
36950893,3088410,1,FLEET,STANDING,FUEL,30884-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,6,2020,12/17/2019,1883394,26.9 GALS UNLEADED FUEL,WX
33249765,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/8/2019,1741539,18.0 GALS UNLEADED FUEL,WX
33355533,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/18/2019,1745412,18.0 GALS UNLEADED FUEL,WX
33532547,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/4/2019,1751343,18.9 GALS UNLEADED FUEL,WX
33625296,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/12/2019,1753772,16.9 GALS UNLEADED FUEL,WX
33731408,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/21/2019,1757086,17.1 GALS UNLEADED FUEL,WX
33839961,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/4/2019,1760916,4.7 GALS UNLEADED FUEL,WX
33839965,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/4/2019,1760917,14.3 GALS UNLEADED FUEL,WX
33944733,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/13/2019,1763221,15.9 GALS UNLEADED FUEL,WX
34018341,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/20/2019,1765785,16.1 GALS UNLEADED FUEL,WX
34102477,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/27/2019,1768793,18.7 GALS UNLEADED FUEL,WX
34153653,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/2/2019,1770665,15.5 GALS UNLEADED FUEL,WX
34228614,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/9/2019,1772437,16.0 GALS UNLEADED FUEL,WX
34381111,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/23/2019,1776968,17.7 GALS UNLEADED FUEL,WX
34485522,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/1/2019,1780523,18.0 GALS UNLEADED FUEL,WX
34625328,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/15/2019,1784969,17.0 GALS UNLEADED FUEL,WX
34772922,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/30/2019,1789561,18.6 GALS UNLEADED FUEL,WX
34868424,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/10/2019,1792309,13.5 GALS UNLEADED FUEL,WX
34928497,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/14/2019,1794834,15.4 GALS UNLEADED FUEL,WX
35004312,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/24/2019,1797664,18.8 GALS UNLEADED FUEL,WX
35075736,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/28/2019,1800571,20.0 GALS UNLEADED FUEL,WX
35134093,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/5/2019,1802632,17.6 GALS UNLEADED FUEL,WX
35195435,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/11/2019,1804164,17.5 GALS UNLEADED FUEL,WX
35259134,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/17/2019,1807613,16.4 GALS UNLEADED FUEL,WX
35317704,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/24/2019,1808884,16.9 GALS UNLEADED FUEL,WX
35394798,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/30/2019,1810417,8.0 GALS UNLEADED FUEL,WX
35394802,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/30/2019,1810418,10.3 GALS UNLEADED FUEL,WX
35451452,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/5/2019,1812340,13.3 GALS UNLEADED FUEL,WX
35506316,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/9/2019,1813672,13.7 GALS UNLEADED FUEL,WX
35541059,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/13/2019,1814449,9.0 GALS UNLEADED FUEL,WX
35603129,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/19/2019,1817194,11.2 GALS UNLEADED FUEL,WX
35640706,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/22/2019,1818491,12.6 GALS UNLEADED FUEL,WX
35718580,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/29/2019,1820871,17.2 GALS UNLEADED FUEL,WX
35766197,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/4/2019,1823048,11.0 GALS UNLEADED FUEL,WX
35794728,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/6/2019,1823713,7.5 GALS UNLEADED FUEL,WX
35858242,3088510,1,FLEET,STANDING,FUEL,30885-10,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/12/2019,1825775,10.9 GALS UNLEADED FUEL,WX
